tmdbId,title_asli,title_en,year,genres,keywords,cast,country,original_language,poster_url,overview,rating,rating_count,tags,mood
866,Finding Neverland,Finding Neverland,2004,Drama | Fantasy,"london, england, stroke of fate, becoming an adult, parent child relationship, faith, widow, theater play, theatre group, author, illness, children's author","['Johnny Depp', 'Kate Winslet', 'Julie Christie', 'Dustin Hoffman', 'Freddie Highmore']",United States of America,en,https://image.tmdb.org/t/p/w500/5JyDPH4qdr0I6pF7Bjh1Qrf1Jhh.jpg,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan.",7.318,3725,"during a writing slump, playwright j.m. barrie meets a widow and her four children, all young boys—who soon become an important part of barrie’s life and the inspiration that lead him to create his masterpiece. peter pan. drama | fantasy london, england, stroke of fate, becoming an adult, parent child relationship, faith, widow, theater play, theatre group, author, illness, children's author ['johnny depp', 'kate winslet', 'julie christie', 'dustin hoffman', 'freddie highmore'] during a writing slump, playwright j.m. barrie meets a widow and her four children, all young boys—who soon become an important part of barrie’s life and the inspiration that lead him to create his masterpiece. peter pan. drama | fantasy london, england, stroke of fate, becoming an adult, parent child relationship, faith, widow, theater play, theatre group, author, illness, children's author ['johnny depp', 'kate winslet', 'julie christie', 'dustin hoffman', 'freddie highmore']",tenang
43132,Rasputin and the Empress,Rasputin and the Empress,1932,Drama | History,"mind control, corruption, influence, faith, poison, mystic, manipulation, czar / tsar / tzar, royal family, downfall, royal court, pre-code, hypnotism, russian history, imperial russia, hemophilia, murder plot, cleric, romanov dinasty","['John Barrymore', 'Ethel Barrymore', 'Lionel Barrymore', 'Ralph Morgan', 'Tad Alexander']",United States of America,en,https://image.tmdb.org/t/p/w500/txLqNjctfiVbCyxIKa261W5tz70.jpg,"The story of corrupt, power-hungry, manipulative Grigori Rasputin's influence on members of the Russian Imperial family and others, and what resulted.",5.467,15,"the story of corrupt, power-hungry, manipulative grigori rasputin's influence on members of the russian imperial family and others, and what resulted. drama | history mind control, corruption, influence, faith, poison, mystic, manipulation, czar / tsar / tzar, royal family, downfall, royal court, pre-code, hypnotism, russian history, imperial russia, hemophilia, murder plot, cleric, romanov dinasty ['john barrymore', 'ethel barrymore', 'lionel barrymore', 'ralph morgan', 'tad alexander'] the story of corrupt, power-hungry, manipulative grigori rasputin's influence on members of the russian imperial family and others, and what resulted. drama | history mind control, corruption, influence, faith, poison, mystic, manipulation, czar / tsar / tzar, royal family, downfall, royal court, pre-code, hypnotism, russian history, imperial russia, hemophilia, murder plot, cleric, romanov dinasty ['john barrymore', 'ethel barrymore', 'lionel barrymore', 'ralph morgan', 'tad alexander']",tenang
41391,Vredens dag,Day of Wrath,1943,Drama | History,"infidelity, denmark, inquisition, pastor, mother-in-law, seduction, love, betrayal, fugitive, curse, sexual attraction, domination, death, witchcraft, witch hunt, 17th century, burning at stake, stepmother stepson relationship, sinister, gloomy, puritanism, winter spring marriage","['Thorkild Roose', 'Lisbeth Movin', 'Preben Lerdorff Rye', 'Sigrid Neiiendam', 'Anna Svierkier']",Denmark,da,https://image.tmdb.org/t/p/w500/jEOqbGLFo8fxHHgYoZVTMVYMoQG.jpg,"In a Danish village in the early 1600s, a young woman named Anne, whose mother was thought to be a witch, develops sympathy toward an old woman, Marte, who is accused of witchcraft. The intervention of Anne's older but kindly husband, Pastor Absalon saved her mother -- but now, urged on by his overbearing mother, he refuses to help Marte. When Absalon's son returns home and is attracted to Anne, it's a matter of time before her family destiny catches up with her.",7.99,252,"in a danish village in the early 1600s, a young woman named anne, whose mother was thought to be a witch, develops sympathy toward an old woman, marte, who is accused of witchcraft. the intervention of anne's older but kindly husband, pastor absalon saved her mother -- but now, urged on by his overbearing mother, he refuses to help marte. when absalon's son returns home and is attracted to anne, it's a matter of time before her family destiny catches up with her. drama | history infidelity, denmark, inquisition, pastor, mother-in-law, seduction, love, betrayal, fugitive, curse, sexual attraction, domination, death, witchcraft, witch hunt, 17th century, burning at stake, stepmother stepson relationship, sinister, gloomy, puritanism, winter spring marriage ['thorkild roose', 'lisbeth movin', 'preben lerdorff rye', 'sigrid neiiendam', 'anna svierkier'] in a danish village in the early 1600s, a young woman named anne, whose mother was thought to be a witch, develops sympathy toward an old woman, marte, who is accused of witchcraft. the intervention of anne's older but kindly husband, pastor absalon saved her mother -- but now, urged on by his overbearing mother, he refuses to help marte. when absalon's son returns home and is attracted to anne, it's a matter of time before her family destiny catches up with her. drama | history infidelity, denmark, inquisition, pastor, mother-in-law, seduction, love, betrayal, fugitive, curse, sexual attraction, domination, death, witchcraft, witch hunt, 17th century, burning at stake, stepmother stepson relationship, sinister, gloomy, puritanism, winter spring marriage ['thorkild roose', 'lisbeth movin', 'preben lerdorff rye', 'sigrid neiiendam', 'anna svierkier']",sedih
58902,North West Frontier,North West Frontier,1959,Adventure | Drama,"army, muslim, escape, chase, british empire, train, railroad, colonial india","['Kenneth More', 'Lauren Bacall', 'Herbert Lom', 'Wilfrid Hyde-White', 'I.S. Johar']",United Kingdom,en,https://image.tmdb.org/t/p/w500/jjjmsCtXVz2vI03se29DPNjf6ZP.jpg,"In the rebellious northern frontier province of colonial India, British Army Captain Scott, a young prince and the boy's governess escape by an obsolete train as they are relentlessly pursued by Muslim rebels intent on assassinating the prince.",6.809,55,"in the rebellious northern frontier province of colonial india, british army captain scott, a young prince and the boy's governess escape by an obsolete train as they are relentlessly pursued by muslim rebels intent on assassinating the prince. adventure | drama army, muslim, escape, chase, british empire, train, railroad, colonial india ['kenneth more', 'lauren bacall', 'herbert lom', 'wilfrid hyde-white', 'i.s. johar'] in the rebellious northern frontier province of colonial india, british army captain scott, a young prince and the boy's governess escape by an obsolete train as they are relentlessly pursued by muslim rebels intent on assassinating the prince. adventure | drama army, muslim, escape, chase, british empire, train, railroad, colonial india ['kenneth more', 'lauren bacall', 'herbert lom', 'wilfrid hyde-white', 'i.s. johar']",hidayah
3010,The Cardinal,The Cardinal,1963,Drama | History | War,"world war i, faith, world war ii, priest, bigotry, catholic priest, faith tested, abortion","['Tom Tryon', 'Romy Schneider', 'John Huston', 'Carol Lynley', 'Dorothy Gish']",United States of America,en,https://image.tmdb.org/t/p/w500/y23FoRE97IH9bHFo2OBP5IkKnLq.jpg,"A young Catholic priest from Boston confronts bigotry, Nazism, and his own personal conflicts as he rises to the office of cardinal.",6.563,48,"a young catholic priest from boston confronts bigotry, nazism, and his own personal conflicts as he rises to the office of cardinal. drama | history | war world war i, faith, world war ii, priest, bigotry, catholic priest, faith tested, abortion ['tom tryon', 'romy schneider', 'john huston', 'carol lynley', 'dorothy gish'] a young catholic priest from boston confronts bigotry, nazism, and his own personal conflicts as he rises to the office of cardinal. drama | history | war world war i, faith, world war ii, priest, bigotry, catholic priest, faith tested, abortion ['tom tryon', 'romy schneider', 'john huston', 'carol lynley', 'dorothy gish']",marah
17295,La battaglia di Algeri,The Battle of Algiers,1966,Drama | War | History,"revolution, algerian, insurrection, black and white, algiers, algeria, resistance fighter, french colonialism, north africa, algerian war (1954-62), battle of algiers, struggle for independence, anti-colonialism, maghreb, djazair, independance war","['Brahim Hadjadj', 'Jean Martin', 'Yacef Saâdi', 'Fouzia El Kader', 'Mohamed Ben Kassen']",Italy,it,https://image.tmdb.org/t/p/w500/2p3AFtOHFvP6OeVMqlnL1zLKOqL.jpg,"Paratrooper commander Colonel Mathieu, a former French Resistance fighter during World War II, is sent to Algeria to reinforce efforts to squelch the uprisings of the Algerian War. There he faces Ali la Pointe, a former petty criminal who, as the leader of the Algerian Front de Liberation Nationale, directs terror strategies against the colonial French government occupation. As each side resorts to ever-increasing brutality, no violent act is too unthinkable.",7.892,887,"paratrooper commander colonel mathieu, a former french resistance fighter during world war ii, is sent to algeria to reinforce efforts to squelch the uprisings of the algerian war. there he faces ali la pointe, a former petty criminal who, as the leader of the algerian front de liberation nationale, directs terror strategies against the colonial french government occupation. as each side resorts to ever-increasing brutality, no violent act is too unthinkable. drama | war | history revolution, algerian, insurrection, black and white, algiers, algeria, resistance fighter, french colonialism, north africa, algerian war (1954-62), battle of algiers, struggle for independence, anti-colonialism, maghreb, djazair, independance war ['brahim hadjadj', 'jean martin', 'yacef saâdi', 'fouzia el kader', 'mohamed ben kassen'] paratrooper commander colonel mathieu, a former french resistance fighter during world war ii, is sent to algeria to reinforce efforts to squelch the uprisings of the algerian war. there he faces ali la pointe, a former petty criminal who, as the leader of the algerian front de liberation nationale, directs terror strategies against the colonial french government occupation. as each side resorts to ever-increasing brutality, no violent act is too unthinkable. drama | war | history revolution, algerian, insurrection, black and white, algiers, algeria, resistance fighter, french colonialism, north africa, algerian war (1954-62), battle of algiers, struggle for independence, anti-colonialism, maghreb, djazair, independance war ['brahim hadjadj', 'jean martin', 'yacef saâdi', 'fouzia el kader', 'mohamed ben kassen']",marah
895,Андрей Рублёв,Andrei Rublev,1966,Drama | History,"rape, christianity, monk, artist, cathedral, crucifixion, famine, painter, icon, biography, tatars, teacher, bell, black and white, torture, massacre, brutality, middle ages (476-1453), monastery, tartar, bell maker, philosophical, 15th century, religious vow","['Anatoliy Solonitsyn', 'Ivan Lapikov', 'Mykola Hrynko', 'Nikolai Sergeyev', 'Irma Raush']",Soviet Union,ru,https://image.tmdb.org/t/p/w500/910xRIUmNJrWH2hkQifBJtoPp5R.jpg,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",7.962,939,"an expansive russian drama, this film focuses on the life of revered religious icon painter andrei rublev. drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. but after rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. as he begins to ease his troubled soul, he takes steps towards becoming a painter once again. drama | history rape, christianity, monk, artist, cathedral, crucifixion, famine, painter, icon, biography, tatars, teacher, bell, black and white, torture, massacre, brutality, middle ages (476-1453), monastery, tartar, bell maker, philosophical, 15th century, religious vow ['anatoliy solonitsyn', 'ivan lapikov', 'mykola hrynko', 'nikolai sergeyev', 'irma raush'] an expansive russian drama, this film focuses on the life of revered religious icon painter andrei rublev. drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. but after rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. as he begins to ease his troubled soul, he takes steps towards becoming a painter once again. drama | history rape, christianity, monk, artist, cathedral, crucifixion, famine, painter, icon, biography, tatars, teacher, bell, black and white, torture, massacre, brutality, middle ages (476-1453), monastery, tartar, bell maker, philosophical, 15th century, religious vow ['anatoliy solonitsyn', 'ivan lapikov', 'mykola hrynko', 'nikolai sergeyev', 'irma raush']",marah
29710,Khartoum,Khartoum,1966,History | War | Adventure,"africa, siege, british empire, islam, sudan, victorian england, desert, insurgent, decapitated head, british colonialism, battle strategy, british officer, desert battle, 19th century, british occupation, khartoum, sudan, historical battle, british imperialism","['Charlton Heston', 'Laurence Olivier', 'Richard Johnson', 'Ralph Richardson', 'Alexander Knox']",United Kingdom,en,https://image.tmdb.org/t/p/w500/lcqulOKVAPkyEbvvYtPYgVQazWD.jpg,"English General Charles George Gordon is appointed military governor of Anglo-Egyptian Sudan by the Prime Minister. Ordered to evacuate Egyptians from the Sudan, Gordon stays on to protect the people of Khartoum, who are under threat of being conquered by a Muslim army.",6.323,124,"english general charles george gordon is appointed military governor of anglo-egyptian sudan by the prime minister. ordered to evacuate egyptians from the sudan, gordon stays on to protect the people of khartoum, who are under threat of being conquered by a muslim army. history | war | adventure africa, siege, british empire, islam, sudan, victorian england, desert, insurgent, decapitated head, british colonialism, battle strategy, british officer, desert battle, 19th century, british occupation, khartoum, sudan, historical battle, british imperialism ['charlton heston', 'laurence olivier', 'richard johnson', 'ralph richardson', 'alexander knox'] english general charles george gordon is appointed military governor of anglo-egyptian sudan by the prime minister. ordered to evacuate egyptians from the sudan, gordon stays on to protect the people of khartoum, who are under threat of being conquered by a muslim army. history | war | adventure africa, siege, british empire, islam, sudan, victorian england, desert, insurgent, decapitated head, british colonialism, battle strategy, british officer, desert battle, 19th century, british occupation, khartoum, sudan, historical battle, british imperialism ['charlton heston', 'laurence olivier', 'richard johnson', 'ralph richardson', 'alexander knox']",hidayah
48831,Ma nuit chez Maud,My Night at Maud's,1969,Romance | Comedy | Drama,"france, philosophy, bachelor, mathematics, mathematical theorem, engineer, love, religion, morality, black and white, divorcee, catholic, devout, roman catholic church, old friends, christmas, ethics, christmastime","['Jean-Louis Trintignant', 'Françoise Fabian', 'Marie-Christine Barrault', 'Antoine Vitez', 'Leonid Kogan']",France,fr,https://image.tmdb.org/t/p/w500/9usKgth3ROn4LwPQ7tTvxKnpBGL.jpg,"The Catholic Jean-Louis runs into an old friend, the Marxist Vidal, in Clermont-Ferrand around Christmas. Vidal introduces Jean-Louis to the modestly libertine, recently divorced Maud and the three engage in conversation on religion, atheism, love, morality and Blaise Pascal's life and writings on philosophy, faith and mathematics. Jean-Louis ends up spending a night at Maud's. Jean-Louis' Catholic views on marriage, fidelity and obligation make his situation a dilemma, as he has already, at the very beginning of the film, proclaimed his love for a young woman whom, however, he has never yet spoken to.",7.664,354,"the catholic jean-louis runs into an old friend, the marxist vidal, in clermont-ferrand around christmas. vidal introduces jean-louis to the modestly libertine, recently divorced maud and the three engage in conversation on religion, atheism, love, morality and blaise pascal's life and writings on philosophy, faith and mathematics. jean-louis ends up spending a night at maud's. jean-louis' catholic views on marriage, fidelity and obligation make his situation a dilemma, as he has already, at the very beginning of the film, proclaimed his love for a young woman whom, however, he has never yet spoken to. romance | comedy | drama france, philosophy, bachelor, mathematics, mathematical theorem, engineer, love, religion, morality, black and white, divorcee, catholic, devout, roman catholic church, old friends, christmas, ethics, christmastime ['jean-louis trintignant', 'françoise fabian', 'marie-christine barrault', 'antoine vitez', 'leonid kogan'] the catholic jean-louis runs into an old friend, the marxist vidal, in clermont-ferrand around christmas. vidal introduces jean-louis to the modestly libertine, recently divorced maud and the three engage in conversation on religion, atheism, love, morality and blaise pascal's life and writings on philosophy, faith and mathematics. jean-louis ends up spending a night at maud's. jean-louis' catholic views on marriage, fidelity and obligation make his situation a dilemma, as he has already, at the very beginning of the film, proclaimed his love for a young woman whom, however, he has never yet spoken to. romance | comedy | drama france, philosophy, bachelor, mathematics, mathematical theorem, engineer, love, religion, morality, black and white, divorcee, catholic, devout, roman catholic church, old friends, christmas, ethics, christmastime ['jean-louis trintignant', 'françoise fabian', 'marie-christine barrault', 'antoine vitez', 'leonid kogan']",bahagia
40732,Utvandrarna,The Emigrants,1971,Drama | History | Western,"ship, husband wife relationship, minnesota, american dream, farm worker, the new world, hardship, sailing ship, seasickness, sea voyage, journey, emigrant, 19th century, swedish family","['Max von Sydow', 'Liv Ullmann', 'Eddie Axberg', 'Sven-Olof Bern', 'Aina Alfredsson']",Sweden,sv,https://image.tmdb.org/t/p/w500/lsYcKVArVbz7afITdTiOEAznDCa.jpg,"Karl and Kristina Nilsson work on a farm in a cold and desolate area of 19th century rural Sweden. Growing privations, combined with increasing social and religious persecution, motivate the Nilssons and many of their neighbors to strike out for the United States. Following a treacherous ocean crossing and an equally grueling land passage, the emigrants find themselves in seemingly idyllic Minnesota.",7.427,124,"karl and kristina nilsson work on a farm in a cold and desolate area of 19th century rural sweden. growing privations, combined with increasing social and religious persecution, motivate the nilssons and many of their neighbors to strike out for the united states. following a treacherous ocean crossing and an equally grueling land passage, the emigrants find themselves in seemingly idyllic minnesota. drama | history | western ship, husband wife relationship, minnesota, american dream, farm worker, the new world, hardship, sailing ship, seasickness, sea voyage, journey, emigrant, 19th century, swedish family ['max von sydow', 'liv ullmann', 'eddie axberg', 'sven-olof bern', 'aina alfredsson'] karl and kristina nilsson work on a farm in a cold and desolate area of 19th century rural sweden. growing privations, combined with increasing social and religious persecution, motivate the nilssons and many of their neighbors to strike out for the united states. following a treacherous ocean crossing and an equally grueling land passage, the emigrants find themselves in seemingly idyllic minnesota. drama | history | western ship, husband wife relationship, minnesota, american dream, farm worker, the new world, hardship, sailing ship, seasickness, sea voyage, journey, emigrant, 19th century, swedish family ['max von sydow', 'liv ullmann', 'eddie axberg', 'sven-olof bern', 'aina alfredsson']",tenang
26842,The Message,The Message,1976,Adventure | Drama | Action | History,"middle east, muslim, islam, religion, muhammad, arab, mecca, monotheism","['Anthony Quinn', 'Irene Papas', 'Michael Ansara', 'Johnny Sekka', 'Michael Forest']",Libyan Arab Jamahiriya,en,https://image.tmdb.org/t/p/w500/qVCBMg4ZuLPnWhIWJHD9IP4nIuY.jpg,"In sixth-century Mecca, Prophet Muhammad receives his first revelation from God as a messenger. Three years later, he's not alone in his quest and publicly declares his prophecy. Muhammad is fought by Abu Sufian and his wife Hind, rulers of Mecca. Muhammad's followers are hunted and tortured but he continues his calling.",7.197,395,"in sixth-century mecca, prophet muhammad receives his first revelation from god as a messenger. three years later, he's not alone in his quest and publicly declares his prophecy. muhammad is fought by abu sufian and his wife hind, rulers of mecca. muhammad's followers are hunted and tortured but he continues his calling. adventure | drama | action | history middle east, muslim, islam, religion, muhammad, arab, mecca, monotheism ['anthony quinn', 'irene papas', 'michael ansara', 'johnny sekka', 'michael forest'] in sixth-century mecca, prophet muhammad receives his first revelation from god as a messenger. three years later, he's not alone in his quest and publicly declares his prophecy. muhammad is fought by abu sufian and his wife hind, rulers of mecca. muhammad's followers are hunted and tortured but he continues his calling. adventure | drama | action | history middle east, muslim, islam, religion, muhammad, arab, mecca, monotheism ['anthony quinn', 'irene papas', 'michael ansara', 'johnny sekka', 'michael forest']",hidayah
23160,Werckmeister harmóniák,Werckmeister Harmonies,2001,Drama,"small town, dancer, based on novel or book, darkness, circus, faith, chaos, whale, philosophy, allegory, delusion, hungary, symbolism, surrealism, family relationships, harmony, black and white, traveling circus, threat, woman director, contemplative cinema","['Lars Rudolph', 'Peter Fitz', 'Hanna Schygulla', 'Alfréd Járai', 'Gyula Pauer']",France,hu,https://image.tmdb.org/t/p/w500/ix3pquGqTkCW86UbVTdRcrhGEFm.jpg,A naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction.,7.839,380,"a naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction. drama small town, dancer, based on novel or book, darkness, circus, faith, chaos, whale, philosophy, allegory, delusion, hungary, symbolism, surrealism, family relationships, harmony, black and white, traveling circus, threat, woman director, contemplative cinema ['lars rudolph', 'peter fitz', 'hanna schygulla', 'alfréd járai', 'gyula pauer'] a naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction. drama small town, dancer, based on novel or book, darkness, circus, faith, chaos, whale, philosophy, allegory, delusion, hungary, symbolism, surrealism, family relationships, harmony, black and white, traveling circus, threat, woman director, contemplative cinema ['lars rudolph', 'peter fitz', 'hanna schygulla', 'alfréd járai', 'gyula pauer']",marah
55177,Touch of Pink,Touch of Pink,2004,Comedy | Romance,"coming out, london, england, toronto, canada, hallucination, man pretending to be straight, conservative, domineering mother, united kingdom, gay muslim, mother son relationship, gay theme","['Jimi Mistry', 'Kyle MacLachlan', 'Suleka Mathew', 'Kristen Holden-Ried', 'Veena Sood']",Canada,en,https://image.tmdb.org/t/p/w500/8FIovz3tPvxXvBY0bySbuo6cbwD.jpg,"Alim is a gay man living in London to escape the domineering eye of his conservative Muslim mother, Nuru, back in Canada. Alim keeps his homosexuality secret from his mother, so when she comes for a surprise visit, he and his boyfriend, Giles, must put on a straight facade to hide the truth.",6.073,55,"alim is a gay man living in london to escape the domineering eye of his conservative muslim mother, nuru, back in canada. alim keeps his homosexuality secret from his mother, so when she comes for a surprise visit, he and his boyfriend, giles, must put on a straight facade to hide the truth. comedy | romance coming out, london, england, toronto, canada, hallucination, man pretending to be straight, conservative, domineering mother, united kingdom, gay muslim, mother son relationship, gay theme ['jimi mistry', 'kyle maclachlan', 'suleka mathew', 'kristen holden-ried', 'veena sood'] alim is a gay man living in london to escape the domineering eye of his conservative muslim mother, nuru, back in canada. alim keeps his homosexuality secret from his mother, so when she comes for a surprise visit, he and his boyfriend, giles, must put on a straight facade to hide the truth. comedy | romance coming out, london, england, toronto, canada, hallucination, man pretending to be straight, conservative, domineering mother, united kingdom, gay muslim, mother son relationship, gay theme ['jimi mistry', 'kyle maclachlan', 'suleka mathew', 'kristen holden-ried', 'veena sood']",hidayah
1404,Ae Fond Kiss...,Ae Fond Kiss...,2004,Drama | Romance,"muslim, love of one's life, tradition, glasgow, scotland, music teacher, arranged marriage, immigration, big family, inter religion relationship, british asian","['Atta Yaqub', 'Eva Birthistle', 'Shamshad Akhtar', 'Ghizala Avan', 'Shabana Akhtar Bakhsh']",United Kingdom,en,https://image.tmdb.org/t/p/w500/tShULKbs8svdBcekljqGPO42PNj.jpg,A young man upsets his Punjabi family when he falls in love with an Irish schoolteacher.,6.489,141,"a young man upsets his punjabi family when he falls in love with an irish schoolteacher. drama | romance muslim, love of one's life, tradition, glasgow, scotland, music teacher, arranged marriage, immigration, big family, inter religion relationship, british asian ['atta yaqub', 'eva birthistle', 'shamshad akhtar', 'ghizala avan', 'shabana akhtar bakhsh'] a young man upsets his punjabi family when he falls in love with an irish schoolteacher. drama | romance muslim, love of one's life, tradition, glasgow, scotland, music teacher, arranged marriage, immigration, big family, inter religion relationship, british asian ['atta yaqub', 'eva birthistle', 'shamshad akhtar', 'ghizala avan', 'shabana akhtar bakhsh']",hidayah
70,Million Dollar Baby,Million Dollar Baby,2004,Drama,"dying and death, transporter, strong woman, stroke of fate, advancement, sports, fight, suicide attempt, boxer, training, tragedy, female protagonist, brutality, boxing trainer, unlikely friendship, female boxing, knockout, euthanasia, determination, boxing, sentimental, excited","['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter']",Switzerland,en,https://image.tmdb.org/t/p/w500/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",7.953,10303,"despondent over a painful estrangement from his daughter, trainer frankie dunn isn't prepared for boxer maggie fitzgerald to enter his life. but maggie's determined to go pro and to convince dunn and his cohort to help her. drama dying and death, transporter, strong woman, stroke of fate, advancement, sports, fight, suicide attempt, boxer, training, tragedy, female protagonist, brutality, boxing trainer, unlikely friendship, female boxing, knockout, euthanasia, determination, boxing, sentimental, excited ['clint eastwood', 'hilary swank', 'morgan freeman', 'jay baruchel', 'mike colter'] despondent over a painful estrangement from his daughter, trainer frankie dunn isn't prepared for boxer maggie fitzgerald to enter his life. but maggie's determined to go pro and to convince dunn and his cohort to help her. drama dying and death, transporter, strong woman, stroke of fate, advancement, sports, fight, suicide attempt, boxer, training, tragedy, female protagonist, brutality, boxing trainer, unlikely friendship, female boxing, knockout, euthanasia, determination, boxing, sentimental, excited ['clint eastwood', 'hilary swank', 'morgan freeman', 'jay baruchel', 'mike colter']",sedih
44463,The Miracle Woman,The Miracle Woman,1931,Drama,"blackmail, con man, fraud, religious hypocrisy, pre-code, landlady, declaration of love, evangelist, moral transformation, conflagration, faith healer, ventriloquist's dummy, ventriloquism, blind man, memorization, coming clean, saviour, building on fire, fake miracle, landlady tenant relationship, angry sermon, revival meeting","['Barbara Stanwyck', 'David Manners', 'Sam Hardy', 'Beryl Mercer', 'Russell Hopton']",United States of America,en,https://image.tmdb.org/t/p/w500/vwtCXSnl2RhLu9KFtBSbQpAhoqk.jpg,"After an unappreciated minister dies, his daughter loses her faith in God, prompting her to open a phony temple with a con man. Can the love of a blind former aviator restore her faith and happiness?",6.779,52,"after an unappreciated minister dies, his daughter loses her faith in god, prompting her to open a phony temple with a con man. can the love of a blind former aviator restore her faith and happiness? drama blackmail, con man, fraud, religious hypocrisy, pre-code, landlady, declaration of love, evangelist, moral transformation, conflagration, faith healer, ventriloquist's dummy, ventriloquism, blind man, memorization, coming clean, saviour, building on fire, fake miracle, landlady tenant relationship, angry sermon, revival meeting ['barbara stanwyck', 'david manners', 'sam hardy', 'beryl mercer', 'russell hopton'] after an unappreciated minister dies, his daughter loses her faith in god, prompting her to open a phony temple with a con man. can the love of a blind former aviator restore her faith and happiness? drama blackmail, con man, fraud, religious hypocrisy, pre-code, landlady, declaration of love, evangelist, moral transformation, conflagration, faith healer, ventriloquist's dummy, ventriloquism, blind man, memorization, coming clean, saviour, building on fire, fake miracle, landlady tenant relationship, angry sermon, revival meeting ['barbara stanwyck', 'david manners', 'sam hardy', 'beryl mercer', 'russell hopton']",rindu
41968,The Deceivers,The Deceivers,1988,Adventure,"muslim, tiger, secret society, hindu, arrest, colonel, revenge, murder, wedding, india, 19th century","['Pierce Brosnan', 'Shashi Kapoor', 'Saeed Jaffrey', 'Helena Michell', 'Keith Michell']",India,hi,https://image.tmdb.org/t/p/w500/dwno7eKJbzNZ2prc5wI1istvnyj.jpg,"India, 1825: the country lives in mortal fear of cult members known as the “Deceivers."" They commit robbery and ritualistic murder. Appalled by their activities, an English military man, Captain William Savage, conceives a hazardous plot to stop them. In disguise, he plans to himself become a “Deceiver” and infiltrate their numbers. Ever present in Savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand.",5.328,32,"india, 1825: the country lives in mortal fear of cult members known as the “deceivers."" they commit robbery and ritualistic murder. appalled by their activities, an english military man, captain william savage, conceives a hazardous plot to stop them. in disguise, he plans to himself become a “deceiver” and infiltrate their numbers. ever present in savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand. adventure muslim, tiger, secret society, hindu, arrest, colonel, revenge, murder, wedding, india, 19th century ['pierce brosnan', 'shashi kapoor', 'saeed jaffrey', 'helena michell', 'keith michell'] india, 1825: the country lives in mortal fear of cult members known as the “deceivers."" they commit robbery and ritualistic murder. appalled by their activities, an english military man, captain william savage, conceives a hazardous plot to stop them. in disguise, he plans to himself become a “deceiver” and infiltrate their numbers. ever present in savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand. adventure muslim, tiger, secret society, hindu, arrest, colonel, revenge, murder, wedding, india, 19th century ['pierce brosnan', 'shashi kapoor', 'saeed jaffrey', 'helena michell', 'keith michell']",hidayah
